2014091404030201
1,アポロエース,118.36,60.8,53.5
2,オトコノヒマツリ,119.05,39.3,44.5
3,ヴェルトフリーデン,118.61,51.7,56.9
4,トミケンキルカス,118.35,45.6,54.0
5,クリノトイトイ,119.90,21.2,39.0
6,ドラゴンパイロ,117.50,71.2,61.4
7,ナニスンネン,117.97,62.9,53.6
8,タイセイアニマート,118.34,42.0,51.8
9,トーセンアスリート,117.81,54.5,44.9
10,ヘウレーカ,117.17,60.7,49.4
11,フジサンボンド,118.95,43.5,47.6
12,デンバー,118.72,49.8,49.6
13,ディアジグムント,117.96,50.8,52.6
14,ワトソンクリック,118.77,61.4,46.7
15,ベルウッドツルギ,119.55,34.1,44.6
2014091404030202
1,コスモタタン,56.87,69.1,52.2
2,カンタベリーキッズ,57.74,40.6,53.8
3,ルーヴルヴォイス,57.62,42.1,53.0
4,サウスリュウセイ,58.14,19.2,45.7
5,メランコリア,57.19,58.9,43.2
6,イディル,57.09,67.7,60.7
7,カシノツバサ,57.13,51.4,53.7
8,ジェム,57.31,38.7,47.4
9,テイア,57.02,62.2,46.9
10,ナンゴクメモリー,57.07,28.6,49.2
11,タタラ,56.91,80.6,51.6
12,ハッピーピアス,57.25,38.4,43.0
13,オルフィーク,56.99,58.4,45.1
14,マタンギ,57.10,32.8,54.7
15,ラプンツェルダンス,57.16,34.8,44.5
16,エンドオブデイズ,57.00,75.7,55.4
2014091404030203
1,タカラキャメロン,117.67,32.7,50.4
2,ヘルツフロイント,114.40,79.1,54.5
3,ピアノフィニッシュ,116.60,40.7,53.4
4,アイケーゴーウィン,116.99,38.8,49.6
5,フジサンマーケット,116.18,52.5,52.0
6,リオサリナス,115.16,60.3,47.5
7,コスモロザラム,114.76,76.3,50.2
8,リベレイショニスト,117.60,16.2,44.3
9,アンタークティカ,117.02,36.5,47.6
10,ゴールドレインズ,115.82,66.5,50.5
2014091404030204
1,イエローサブマリン,95.18,54.2,51.7
2,メイブルーラグーン,95.20,50.3,49.6
3,アスキーコード,95.76,57.9,46.2
4,ギンマクノヒロイン,95.05,24.2,45.7
5,ハナズドリーム,96.62,37.0,41.0
6,ヤワタマーチ,96.07,22.6,32.8
7,ダークファンタジー,95.27,39.9,55.5
8,ヤマニンポミエ,96.16,14.5,40.2
9,アペルトゥーラ,95.26,74.2,55.4
10,スプリングキセキ,95.75,23.9,49.5
11,キャンディキー,94.87,73.7,46.8
12,サンソヴール,94.90,57.2,56.6
13,プラチナジュエリー,95.56,62.8,64.8
14,アクアプリンセス,94.93,75.5,33.2
15,ジョニー,95.04,76.2,54.7
16,サマールーチェ,95.87,26.9,46.6
17,ブルーホール,94.99,80.8,72.0
18,ハゴロモジャスミン,95.45,47.2,57.7
2014091404030205
1,カノンブルー,111.67,47.1,49.0
2,バロネット,110.22,49.8,48.9
3,エグランティエ,111.79,35.6,45.9
4,ナポレオン,111.31,53.4,56.6
5,ブラックバゴ,110.26,73.0,41.2
6,コスモカフ,110.58,28.3,49.3
7,ポトマックリバー,110.19,58.8,54.2
8,ストレンジクォーク,110.75,53.6,49.2
9,トゥルースナイト,110.77,44.5,50.9
10,ミヤビクロタカ,110.18,56.1,53.6
11,マイネルラヴィーン,110.57,70.4,48.8
12,チームジャパン,111.36,27.7,44.8
13,ダイワダーウィン,110.55,49.6,52.7
14,コルヌコピア,110.91,51.5,54.9
2014091404030206
1,ラインフェルス,117.82,53.1,50.6
2,エリー,119.12,49.6,50.7
3,ナンヨーネイプ,119.64,57.5,60.2
