,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09124901,49,56.3,51.8,47.1,52.7,51.8,41.6,45.2,47.1,55.4,45,48,51.4,51.2,56.4, , , 
RX09124902,48.9,44.2,42.6,50.6,61.8,52.9,51.9,45.2,52.7,53.6,49.5,57.4,44.2,44.6, , , , 
RX09124903,47,44.3,58.5,52.7,44.5,52.6,50.7,44.8,58.8,51,45.4,52.3,51.4,45.8,53.6,46.6, , 
RX09124905,46.1,52.4,57,52.2,47.5,47.1,47.6,44.5,55.9,48,51.8, , , , , , , 
RX09124906,45.9,47.7,49.5,54.5,55,48.2,50.3,51.4,47.6,50.8,53.8,45,50.3,50, , , , 
RX09124907,65.1,39.8,43.3,47.5,45.9,45.9,70,61.1,58.9,53.8,48.4,49.1,59.4,39.4,31.1,53.6,40.9,46.8
RX09124908,49.9,56.4,48.2,50.4,47.8,49.8,48.2,41.7,50.9,46.3,38.3,59.4,56.2,50.9,52.8,52.9, , 
RX09124910,51.7,53.7,46.6,45.3,46.5,54.5,48.9,45.2,54.5,56.6,46.6,44,44.8,55.2,53.4,52.6, , 
RX09124911,50.5,48.4,59,45.6,56.4,51,47.8,27,53.3,33.6,45.2,35.4,62.6,54.7,53.2,51.7,64.1,60.4
RX09124912,54.6,51.5,46.6,53.7,47.2,52.2,49.8,48.7,52.2,51.8,42.3,47.8,54.5,40.8,55.3,51, , 
,,,,,,,,,,,,,,,,,,
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
