,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
íÜéR,,,,,,,,,,,,,,,,,,
RX06142301,46.9,47.4,50.8,49,44.8,52,38.5,61.4,53.7,55.4,40.8,48.9,56.7,58.8,46,48.7, , 
RX06142302,51.4,50.8,54.3,59.8,41.8,44.2,45.6,47.6,54.2,49.5,47.5,42.5,50.5,50,56.5,53.9, , 
RX06142303,59.2,40.4,44.8,48.8,55.2,42.8,42.5,53.1,53.6,53.1,48.6,47.2,46.9,54.1,60.1,49.6, , 
, , , , , , , , , , , , , , , , , , 
RX06142305,44.7,41.6,42.8,52.2,45.4,54.9,54,41.3,55.6,47.6,53.9,55.2,48.7,53,56.1,53, , 
RX06142306,47,47.2,55.3,50,60.6,50.2,52.1,47.1,41,50.6,43.9,50.8,48.4,51.1,56.2,48.5, , 
RX06142307,60.4,54.1,42.3,51.5,53.4,50.7,51.9,53.2,46,47,44.3,55.5,47.9,43.6,48.6,49.4, , 
RX06142308,49.6,44.5,54.2,46.3,50.6,49.1,53,46.6,52.9,47.2,53.4,54.3,45.3,49.7,53.2, , , 
RX06142309,45.3,51.5,48.6,48.5,53,52.6,44.9,51.1,54.6, , , , , , , , , 
RX06142310,48,50.4,49.6,49.6,52.4,50.5,49.4, , , , , , , , , , , 
RX06142311,51.7,57.6,46.4,52,55.5,45.3,58.3,44.5,50.1,46.4,52.3,47.9,47.7,49.6,44.6,50.1, , 
RX06142312,43.3,51,52.2,48.2,41.8,51.7,55.9,49.4,44.3,56.9,54.7,53.5,48.7,49.9,48.3, , , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09141301,49.9,57.1,51.4,56.3,55.1,42.8,53,51.8,55.3,42.1,46,42.8,52.9,50.8,49.4,43.2, , 
RX09141302,51.7,51.8,48.1,59.8,50.3,55.4,50.4,42.3,40.5,54.5,49.4,47.8,46.8,46.9,46.9,57.3, , 
RX09141303,49.8,48.5,48.1,49.7,47.1,47.9,52.1,50.8,39.4,48.8,51.3,41.2,61.6,49.8,59.4,54.5, , 
RX09141304,38.3,51.7,48.8,50.7,50.1,51.1,49.6,52.2,47.5,50.8,42.6,47.9,54.4,52.3,60.7,51.3, , 
RX09141305,49.1,53.5,47.4,51.9,46.5,45.9,53.1,49,46.8,47.3,53.6,51.6,51.5,48.4,50.4,54, , 
RX09141306,44.9,55.1,46.4,54.9,47.8,48.7,45.9,49.1,52.8,49.8,52.4,56.8,50.5,43.7,50.9,50.4, , 
RX09141307,50.2,49.6,45.9,51.3,46,50,50.5,51.6,46,49.6,57.6,51.1,50.2,50.5, , , , 
RX09141308,45.4,52.1,53.7,53.1,46,50.6,46.3,49.6,48.6,54.8,45.3,52.1,52.2,57.4,43.6,49.1, , 
RX09141309,58.1,53.8,55.4,47.1,52.2,48.4,43.3,45.6,46, , , , , , , , , 
RX09141310,53,55.2,46.3,44.1,50.2,51.3,45.8,51.7,52.4, , , , , , , , , 
RX09141311,47.3,51.1,60.1,41.9,44.1,58.1,51.5,47.7,49,42.6,55.7,47.9,52.9, , , , , 
RX09141312,46.1,53.1,53,47.9,51.4,53.3,48.7,43.9,47,52.6,51.9,51.1, , , , , , 
0,,,,,,,,,,,,,,,,,,
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
