01141501
1,エスティエッキー,92.31,19.5,,93
2,アンダリューサイト,91.67,41.3,,99
3,クリノテツマン,91.95,46.2,,100
4,キングイマデショウ,92.09,26.8,,91
5,ウインアキレア,90.73,84.1,,114
6,エマージングウルフ,92.69,15.5,,92
7,ディープフォルツァ,90.92,82.3,,119
8,アドマイヤゴッド,91.13,64.9,,108
9,コスモデレガンス,91.48,58.3,,103
10,ミュゼバトラー,91.72,45.8,,106
11,ダンツラッシュ,90.44,63.7,,100
12,タイセイボニータ,91.58,58.7,,104
13,ケイアイトレジャー,91.57,61.0,,108
14,ラッシュボール,92.03,31.3,,87
01141502
1,タイセイオーシャン,154.92,70.0,,107
2,マサノサーパス,156.56,30.4,,100
3,ブルザンインディゴ,154.90,62.8,,109
4,エンジェルラダー,154.98,64.8,,107
5,シュタインベルガー,153.29,60.6,,119
6,コマノアスリート,154.31,50.2,,100
7,ザッツフェイマス,155.87,27.8,,101
8,カフジスター,155.36,45.0,,106
9,トウカイソレイユ,156.07,43.7,,95
10,エンジェルピース,155.62,43.8,,123
11,マルカブラン,154.16,54.0,,107
12,ダンスールクレール,155.14,46.3,,100
01141503
1,カネトシタシナミ,108.19,63.7,58.1,109
2,キナウ,107.59,60.4,53.9,104
3,エイユーバーチョ,107.80,37.0,46.6,96
4,テイエムペガサス,108.48,30.6,52.4,90
5,アロハエコモマイ,108.94,26.8,50.8,89
6,エヴォリューション,107.91,69.2,47.5,115
7,ベルプラージュ,106.88,71.3,53.6,117
8,クイズリングテラス,108.05,47.4,48.9,91
9,ノルウェーノモリ,108.24,47.3,48.5,106
10,ウィアーワン,107.94,67.1,48.5,123
11,トーセンパピー,108.13,57.0,52.6,100
12,ホトトヤエ,108.74,50.0,42.6,101
13,ロゴマーク,108.95,21.8,45.9,97
01141504
1,ポルナーダ,109.71,27.2,45.9,88
2,キョウワマロン,109.21,28.4,52.5,94
3,アイリッシュギフト,108.03,64.1,47.5,100
4,ケンブリッジハーツ,109.70,21.6,45.2,86
5,ファイネスト,108.57,54.3,54.3,108
6,フェンガリ,108.48,60.6,50.6,90
7,トウショウエディタ,107.89,56.2,48.2,98
8,レオウィッシュ,107.64,68.7,46.3,117
9,マコトヴォカシオン,106.93,64.9,51.8,111
10,フジヤマテスラ,109.74,32.9,47.9,104
11,モクレン,109.52,36.0,49.3,102
12,ゲンパチケンザン,106.98,62.7,54.9,115
13,ホッコーゴウケン,107.34,71.9,55.5,113
01141505
1,グリューヴァイン,113.18,46.8,46.5,
2,パイロキネシスト,113.14,51.1,46.1,
3,アイガットリズム,113.24,39.4,49.5,
4,シンキングロージス,112.70,75.4,49.3,
5,ミュゼダルタニアン,113.25,44.5,50.6,
6,デヴァスタシオン,113.05,59.1,53.6,
7,サンインディアナ,113.36,42.6,46.4,
8,テイエムキュアオウ,113.59,43.8,49.0,
9,キタサンアカツキ,113.35,36.6,46.8,
10,ドリームチェイサー,113.22,56.6,52.4,
11,アモーレエテルノ,113.00,35.8,54.8,
12,フローレスダンサー,112.96,71.1,52.7,
13,トーセンラブリー,113.12,46.6,52.2,
01141506
1,クインズフローリー,123.96,20.6,50.2,103
2,ショウナンアトラス,123.42,55.1,54.7,101
3,アワフレイム,123.13,74.0,42.3,120
4,コパノミクス,122.69,77.4,51.6,116
5,ヴィルヌーヴ,123.66,25.7,59.8,96
6,ポッシブルドリーム,124.53,46.4,44.9,112
7,スプリングアップ,123.76,40.4,42.6,103
8,エンプレスアイル,123.58,27.3,56.3,96
9,ローレルトルネード,123.00,73.6,48.2,110
10,マナスル,124.73,16.6,46.5,97
11,ビキニスタイル,123.40,64.2,57.6,107
12,セイウンコレット,123.39,36.9,50.4,107
13,イントゥレジェンド,123.64,49.5,46.4,98
14,サンタンドレ,123.03,71.5,53.4,106
15,ウエスタンメグ,123.68,57.2,51.1,106
16,ニシノチャステティ,122.84,62.9,44.0,114
01141507
1,ダイヤハート,59.71,50.2,43.9,103
2,マリナーズコンパス,60.11,44.0,46.8,86
3,タサジャラ,59.43,64.5,54.1,105
4,カウンターハッセキ,59.60,40.9,50.3,94
5,ポワドサントゥール,60.71,19.1,51.9,86
6,テイエムシシオー,59.16,66.0,49.4,105
7,アイナマーリエ,60.10,30.9,49.9,93
8,フレイヤ,59.90,54.8,51.0,96
9,サトノプレシャス,59.28,80.8,51.4,121
10,ナイスゴールド,59.77,46.7,51.1,116
11,パワフルラリマー,59.20,76.9,52.1,116
12,グランヴァン,60.51,24.6,48.3,0
01141508
1,シャドウシティー,106.64,41.7,48.8,100
2,キセキノチャンス,107.13,41.9,50.2,95
3,ショウナンガッチャ,106.38,61.3,53.3,106
4,フィールドメジャー,106.53,37.3,47.6,103
5,エイシンヴァラー,106.24,68.7,48.9,96
6,ニシノマテンロウ,106.86,54.5,51.6,103
7,ニューハウン,105.64,79.8,51.0,116
8,シップウ,106.62,37.3,43.9,97
9,スマートダイバー,105.98,58.7,51.4,109
10,アイアムナチュラル,106.46,65.2,54.0,110
11,ファイトユアソング,107.96,21.3,50.5,91
12,キングスクルーザー,106.31,62.1,51.7,92
13,ダンツキャノン,107.33,19.6,47.1,91
01141509
1,ハギノブシドウ,109.93,60.4,49.8,96
2,デスティニーシチー,109.94,65.2,47.3,105
3,ツクバアズマオー,109.39,81.4,53.9,122
4,カッパドキア,109.09,84.2,52.3,111
5,バクシンパワー,110.70,15.1,48.8,98
6,ヴィオラーネ,110.12,49.1,55.9,110
7,エターナルトルース,111.12,12.1,50.4,0
8,シャインシュラーク,110.30,39.2,48.4,92
9,エムエムロゼオ,110.78,25.5,46.1,87
10,ライフトップガン,109.92,62.4,51.6,105
11,スマートマーチ,110.00,52.3,49.0,96
12,マイネルバランシン,109.70,53.1,48.2,92
13,インストアイベント,109.80,53.5,47.8,101
14,マイネルゾンネ,110.13,45.6,50.6,101
01141510
1,スルターナ,89.83,68.2,,114
2,ブライトギャル,90.13,15.6,,0
3,タイセイスウォード,89.50,42.8,,0
4,ウチデノコヅチ,89.79,36.0,,0
5,ネガティヴ,90.10,35.9,,0
6,ノボリクリーン,89.59,42.3,,0
7,オヤコダカ,89.49,51.6,,0
8,グランドポピー,90.02,66.7,,108
9,ウーマン,90.40,40.6,,0
10,トーセンラーク,89.74,58.0,,114
11,ラブミークン,90.26,32.4,,102
12,ノットフォーマル,90.80,75.1,,103
13,ウインバローラス,90.24,84.1,,97
01141511
1,トップボンバー,161.54,58.5,,109
2,セミニョン,161.50,21.7,,107
3,ディープストーリー,161.20,62.1,,95
4,フィルハーマジック,161.88,34.4,,110
5,イントレピッド,161.11,63.6,,107
6,ヒルノドンカルロ,161.75,52.9,,116
